Date,Open,High,Low,Close,Volume,Adj Close
2014-08-01,192.56,193.76,191.57,192.50,189261000,192.50
2014-07-31,195.61,195.78,192.97,193.09,183479000,193.09
2014-07-30,197.65,197.91,196.16,196.98,104222000,196.98
2014-07-29,198.17,198.45,196.92,196.95,80466000,196.95
2014-07-28,197.76,198.09,196.62,197.80,69259000,197.80
2014-07-25,198.09,198.26,197.33,197.72,76837000,197.72
2014-07-24,198.83,199.06,198.45,198.65,56888000,198.65
2014-07-23,198.50,198.85,198.10,198.64,65612000,198.64
2014-07-22,198.01,198.56,197.87,198.20,67678000,198.20
2014-07-21,197.09,197.50,196.43,197.34,67592000,197.34
2014-07-18,196.35,197.91,196.24,197.71,124330000,197.71
2014-07-17,197.35,198.10,195.43,195.71,145398000,195.71
2014-07-16,198.11,198.26,197.42,197.96,80073000,197.96
2014-07-15,197.72,198.10,196.36,197.23,111307000,197.23
2014-07-14,197.61,197.86,197.44,197.60,58658000,197.60
2014-07-11,196.22,196.75,195.78,196.61,64243000,196.61
2014-07-10,195.22,196.86,195.06,196.34,99040000,196.34
2014-07-09,196.73,197.30,196.31,197.12,72992000,197.12
2014-07-08,197.15,197.22,195.76,196.24,108143000,196.24
2014-07-07,197.82,197.98,197.22,197.51,61696000,197.51
2014-07-03,197.79,198.29,197.64,198.20,52938800,198.20
2014-07-02,197.05,197.48,196.96,197.23,52475000,197.23
2014-07-01,196.20,197.63,196.13,197.03,90470000,197.03
2014-06-30,195.70,196.17,195.53,195.72,70504000,195.72
2014-06-27,194.98,195.88,194.89,195.82,71445100,195.82
2014-06-26,195.61,195.63,194.13,195.44,84312000,195.44
2014-06-25,194.29,195.78,194.25,195.58,82782000,195.58
2014-06-24,195.53,196.50,194.48,194.70,96237000,194.70
2014-06-23,195.99,196.05,195.52,195.88,70611000,195.88
2014-06-20,196.03,196.10,195.70,195.94,100587000,195.94
2014-06-19,196.43,196.60,195.80,196.48,85929000,195.54
2014-06-18,194.83,196.37,194.40,196.26,105267000,195.32
2014-06-17,194.02,194.97,193.81,194.83,84834000,193.90
2014-06-16,193.89,194.70,193.66,194.29,87424000,193.36
2014-06-13,193.92,194.32,193.30,194.13,82017000,193.20
2014-06-12,194.69,194.80,193.11,193.54,106350000,192.62
2014-06-11,194.90,195.12,194.48,194.92,68772000,193.99
2014-06-10,195.34,195.64,194.92,195.60,57129000,194.67
2014-06-09,195.35,196.05,195.17,195.58,65119000,194.65
2014-06-06,194.87,195.43,194.78,195.38,78696000,194.45
2014-06-05,193.41,194.65,192.70,194.45,92103000,193.52
2014-06-04,192.47,193.30,192.27,193.19,55529000,192.27
2014-06-03,192.43,192.90,192.25,192.80,65047000,191.88
2014-06-02,192.95,192.99,191.97,192.90,64656000,191.98
2014-05-30,192.19,192.80,192.03,192.68,76316000,191.76
2014-05-29,191.82,192.40,191.33,192.37,64377000,191.45
2014-05-28,191.52,191.82,191.06,191.38,66723000,190.47
2014-05-27,191.06,191.58,190.95,191.52,72010000,190.61
2014-05-23,189.76,190.48,189.59,190.35,61092800,189.44
2014-05-22,189.18,189.98,188.86,189.59,61549000,188.69
2014-05-21,188.09,189.22,188.06,189.13,89093000,188.23
2014-05-20,188.65,188.67,187.07,187.55,111644000,186.66
2014-05-19,187.69,188.89,187.52,188.74,63839000,187.84
2014-05-16,187.51,188.13,186.72,188.05,97458000,187.15
2014-05-15,188.68,188.72,186.48,187.40,154956000,186.51
2014-05-14,189.79,189.88,188.79,189.06,72367000,188.16
2014-05-13,190.04,190.42,189.77,189.96,66454000,189.05
2014-05-12,188.80,189.88,188.00,189.79,86940000,188.88
2014-05-09,187.71,188.04,186.83,187.96,83679000,187.06
2014-05-08,187.71,189.05,187.08,187.68,93618000,186.78
2014-05-07,187.41,187.97,186.01,187.88,106500000,186.98
2014-05-06,188.00,188.13,186.74,186.78,85454000,185.89
2014-05-05,187.14,188.55,186.62,188.42,75883000,187.52
2014-05-02,188.31,189.14,187.78,188.06,98122000,187.16
2014-05-01,188.22,188.84,187.73,188.33,93019000,187.43
2014-04-30,187.44,188.50,187.18,188.31,101508000,187.41
2014-04-29,187.48,188.04,187.08,187.75,84098000,186.85
2014-04-28,187.05,187.69,184.96,186.88,135121000,185.99
2014-04-25,187.22,187.33,185.87,186.29,100380000,185.40
2014-04-24,188.37,188.39,186.93,187.83,88170000,186.93
2014-04-23,187.82,187.92,187.30,187.45,73869000,186.56
2014-04-22,187.23,188.40,187.13,187.89,85790000,186.99
2014-04-21,186.44,187.10,186.21,187.04,68329000,186.15
2014-04-17,185.88,186.91,185.56,186.39,105255000,185.50
2014-04-16,185.47,186.14,184.65,186.13,105197000,185.24
2014-04-15,183.32,184.33,181.51,184.20,157093000,183.32
2014-04-14,182.93,183.37,181.44,182.94,132382000,182.07
2014-04-11,182.14,183.42,181.31,181.51,167251000,180.64
2014-04-10,187.08,187.17,182.93,183.16,172959000,182.29
2014-04-09,185.60,187.15,185.06,187.09,100254000,186.20
2014-04-08,184.26,185.40,183.59,185.10,112660000,184.22
2014-04-07,185.95,186.26,183.96,184.34,140803000,183.46
2014-04-04,189.66,189.70,186.10,186.40,169381000,185.51
2014-04-03,189.17,189.22,188.05,188.63,77435000,187.73
2014-04-02,188.49,189.13,188.14,188.88,78774000,187.98
2014-04-01,187.62,188.36,187.00,188.25,89193000,187.35
2014-03-31,186.67,187.30,185.52,187.01,99745000,186.12
2014-03-28,185.11,186.42,185.00,185.49,101642000,184.61
2014-03-27,184.75,185.34,183.90,184.58,142383000,183.70
2014-03-26,187.04,187.34,184.92,184.97,119843000,184.09
2014-03-25,186.37,186.94,185.27,186.31,103852000,185.42
2014-03-24,186.84,187.07,184.62,185.43,121411000,184.55
2014-03-21,187.71,189.02,186.03,186.20,163128000,185.31
2014-03-20,186.25,187.89,185.92,187.75,117241000,186.03
2014-03-19,187.68,187.94,185.47,186.66,176267300,184.95
2014-03-18,186.71,187.91,186.51,187.66,101804600,185.94
2014-03-17,185.59,186.77,185.51,186.33,98359500,184.63
2014-03-14,184.85,185.80,184.44,184.66,153919600,182.97
2014-03-13,187.84,187.99,184.66,185.18,155014300,183.49
2014-03-12,186.32,187.35,185.90,187.28,104824400,185.57
2014-03-11,188.44,188.71,186.80,187.23,99009100,185.52
2014-03-10,187.97,188.23,187.08,188.16,74939200,186.44
2014-03-07,188.96,188.96,187.43,188.26,114513500,186.54
2014-03-06,188.21,188.61,187.78,188.18,82516500,186.46
2014-03-05,187.74,188.07,187.45,187.75,88376900,186.03
2014-03-04,186.79,187.98,186.75,187.58,167545900,185.87
2014-03-03,184.65,185.45,183.75,184.98,167748500,183.29
2014-02-28,185.79,187.15,185.05,186.29,150842000,184.59
2014-02-27,184.58,185.87,184.37,185.82,93880800,184.12
2014-02-26,185.11,185.60,184.33,184.85,98677200,183.16
2014-02-25,185.06,185.59,184.23,184.84,117085000,183.15
2014-02-24,184.28,186.15,184.20,184.91,114063900,183.22
2014-02-21,184.45,184.89,183.80,183.89,118116400,182.21
2014-02-20,183.27,184.52,182.60,184.10,104998100,182.42
2014-02-19,183.76,184.95,182.87,183.02,126524300,181.35
2014-02-18,184.18,184.49,183.65,184.24,80460900,182.56
2014-02-14,182.84,184.36,182.67,184.02,96498400,182.34
2014-02-13,180.84,183.20,180.83,183.01,100542200,181.34
2014-02-12,182.25,182.83,181.71,182.07,94717700,180.41
2014-02-11,180.16,182.44,180.04,181.98,117814100,180.32
2014-02-10,179.70,180.07,179.21,180.01,92218800,178.36
2014-02-07,178.31,179.87,177.73,179.68,170787200,178.04
2014-02-06,175.58,177.48,175.22,177.48,132877600,175.86
2014-02-05,174.78,175.56,173.71,175.17,164230500,173.57
2014-02-04,174.95,175.84,174.11,175.39,165012400,173.79
2014-02-03,177.97,178.37,173.83,174.17,254837100,172.58
2014-01-31,177.01,179.29,176.92,178.18,194677900,176.55
2014-01-30,178.83,179.81,178.26,179.23,118938100,177.59
2014-01-29,177.58,178.55,176.88,177.35,216597300,175.73
2014-01-28,178.14,179.30,178.12,179.07,110463200,177.43
2014-01-27,179.06,179.52,177.12,178.01,180843100,176.38
2014-01-24,181.60,181.66,178.83,178.89,208677100,177.25
2014-01-23,183.37,183.40,181.82,182.79,132496900,181.12
2014-01-22,184.49,184.57,183.91,184.30,61270900,182.62
2014-01-21,184.70,184.77,183.05,184.18,88621200,182.50
2014-01-17,184.10,184.45,183.32,183.64,107848700,181.96
2014-01-16,184.28,184.66,183.83,184.42,72290600,182.73
2014-01-15,184.10,184.94,183.71,184.66,98525800,182.97
2014-01-14,182.29,183.77,181.95,183.67,105016100,181.99
2014-01-13,183.67,184.18,181.34,181.69,149892000,180.03
2014-01-10,183.95,184.22,183.01,184.14,102026400,182.46
2014-01-09,184.11,184.13,182.80,183.64,90683400,181.96
2014-01-08,183.45,183.83,182.89,183.52,96582300,181.84
2014-01-07,183.09,183.79,182.95,183.48,86144200,181.80
2014-01-06,183.49,183.56,182.08,182.36,108028200,180.69
2014-01-03,183.23,183.60,182.63,182.89,81390600,181.22
2014-01-02,183.98,184.07,182.48,182.92,119636900,181.25
2013-12-31,184.07,184.69,183.93,184.69,86119900,183.00
2013-12-30,183.87,184.02,183.58,183.82,56857000,182.14
2013-12-27,184.10,184.18,183.66,183.85,61814000,182.17
2013-12-26,183.34,183.96,183.32,183.86,63365000,182.18
2013-12-24,182.54,183.01,182.53,182.93,45368800,181.26
2013-12-23,182.45,182.64,182.07,182.53,85598000,180.86
2013-12-20,180.69,181.99,180.57,181.56,197087000,179.90
2013-12-19,181.18,181.70,180.71,181.49,136531200,178.86
2013-12-18,178.92,181.73,177.32,181.70,234906000,179.07
2013-12-17,179.38,179.41,178.25,178.65,89886000,176.06
2013-12-16,178.95,179.81,178.90,179.22,96195000,176.62
2013-12-13,178.50,178.66,177.77,178.11,107808000,175.53
2013-12-12,178.64,178.86,177.76,178.13,115565000,175.55
2013-12-11,180.82,180.85,178.50,178.72,130591000,176.13
2013-12-10,180.98,181.36,180.64,180.75,80976000,178.13
2013-12-09,181.47,181.67,181.16,181.40,70124000,178.77
2013-12-06,180.67,181.11,180.15,180.94,127728000,178.32
2013-12-05,179.41,179.74,178.77,178.94,106934000,176.35
2013-12-04,179.10,180.48,178.35,179.73,123033000,177.13
2013-12-03,179.94,180.39,179.17,179.75,116563000,177.14
2013-12-02,181.09,181.43,180.25,180.53,99726000,177.91
2013-11-29,181.32,181.75,180.80,181.00,55870900,178.38
2013-11-27,180.87,181.24,180.65,181.12,58800000,178.50
2013-11-26,180.72,181.22,180.41,180.68,86994000,178.06
2013-11-25,181.13,181.17,180.37,180.63,79486000,178.01
2013-11-22,179.98,180.83,179.77,180.81,81296000,178.19
2013-11-21,178.97,180.05,178.86,179.91,92841000,177.30
2013-11-20,179.39,179.93,177.98,178.47,124909000,175.88
2013-11-19,179.33,179.87,178.72,179.03,93891000,176.44
2013-11-18,180.35,180.50,179.02,179.42,104796000,176.82
2013-11-15,179.56,180.12,179.33,180.05,102818000,177.44
2013-11-14,178.54,179.42,178.25,179.27,103435000,176.67
2013-11-13,176.09,178.43,176.09,178.38,103844000,175.79
2013-11-12,176.94,177.36,176.37,176.96,83990000,174.40
2013-11-11,177.12,177.53,176.91,177.32,62614000,174.75
2013-11-08,174.87,177.31,174.85,177.29,136713000,174.72
2013-11-07,177.50,177.64,174.76,174.93,157000000,172.39
2013-11-06,177.03,177.50,176.54,177.17,87348000,174.60
2013-11-05,176.14,176.75,175.57,176.27,85825000,173.72
2013-11-04,176.69,176.90,175.98,176.83,85677000,174.27
2013-11-01,176.02,176.61,175.22,176.21,142805000,173.66
2013-10-31,176.15,176.89,175.53,175.79,133795000,173.24
2013-10-30,177.38,177.51,175.66,176.29,140002000,173.74
2013-10-29,176.63,177.24,176.38,177.17,87401000,174.60
2013-10-28,175.89,176.47,175.70,176.23,84979000,173.68
2013-10-25,175.51,176.00,175.17,175.95,93625000,173.40
2013-10-24,174.92,175.37,174.51,175.15,70350000,172.61
2013-10-23,174.81,174.89,173.96,174.57,105484000,172.04
2013-10-22,174.91,175.93,174.43,175.41,126663000,172.87
2013-10-21,174.45,174.75,174.01,174.40,104104000,171.87
2013-10-18,173.86,174.51,173.51,174.39,138316000,171.86
2013-10-17,171.37,173.32,171.34,173.22,129389000,170.71
2013-10-16,170.72,172.16,170.64,172.07,161676000,169.58
2013-10-15,170.51,171.15,169.47,169.70,155485000,167.24
2013-10-14,169.21,171.08,169.08,170.94,112106000,168.46
2013-10-11,168.91,170.32,168.77,170.26,105040000,167.79
2013-10-10,167.29,169.26,167.23,169.17,195955000,166.72
2013-10-09,165.80,166.20,164.53,165.60,168973000,163.20
2013-10-08,167.40,167.62,165.36,165.48,178015000,163.08
2013-10-07,167.42,168.45,167.25,167.43,96295000,165.00
2013-10-04,167.75,169.06,167.53,168.89,96878000,166.44
2013-10-03,168.79,168.94,166.84,167.62,176698000,165.19
2013-10-02,168.35,169.34,167.83,169.18,113350000,166.73
2013-10-01,168.14,169.50,167.97,169.34,127160000,166.89
2013-09-30,167.48,168.54,167.15,168.01,143937000,165.58
2013-09-27,168.84,169.14,168.47,168.91,99141800,166.46
2013-09-26,169.32,170.17,169.05,169.69,77146900,167.23
2013-09-25,169.64,169.98,168.89,169.04,117306500,166.59
2013-09-24,169.90,170.53,169.21,169.53,106333100,167.07
2013-09-23,170.49,170.65,169.39,169.93,104616500,167.47
2013-09-20,172.33,172.33,170.58,170.72,132867100,168.25
2013-09-19,173.52,173.60,172.59,172.76,146616900,169.43
2013-09-18,171.01,173.52,170.58,173.05,203460600,169.71
2013-09-17,170.46,171.11,170.46,171.07,82523300,167.77
2013-09-16,171.16,171.24,170.04,170.31,106299200,167.03
2013-09-13,169.13,169.46,168.74,169.33,72727800,166.07
2013-09-12,169.34,169.56,168.72,168.95,83209000,165.69
2013-09-11,168.64,169.40,168.35,169.40,94545900,166.14
2013-09-10,168.64,168.90,168.26,168.87,105847200,165.62
2013-09-09,166.45,167.73,166.45,167.63,87559300,164.40
2013-09-06,166.51,166.98,164.48,166.04,159756500,162.84
2013-09-05,165.85,166.40,165.73,165.96,63090500,162.76
2013-09-04,164.43,166.03,164.13,165.75,97389400,162.56
2013-09-03,165.23,165.58,163.70,164.39,142375100,161.22
2013-08-30,164.51,164.53,163.17,163.65,134928900,160.50
2013-08-29,163.55,165.04,163.40,164.17,119200500,161.01
2013-08-28,163.26,164.49,163.05,163.91,108113000,160.75
2013-08-27,164.36,166.00,163.21,163.33,158619400,160.18
2013-08-26,166.79,167.30,165.89,166.00,89702100,162.80
2013-08-23,166.55,166.83,165.77,166.62,90888900,163.41
2013-08-22,164.90,166.30,164.89,166.06,101471400,162.86
2013-08-21,165.12,166.03,164.19,164.56,159530500,161.39
2013-08-20,165.04,166.20,164.86,165.58,89294400,162.39
2013-08-19,165.64,166.21,164.76,164.77,96437600,161.59
2013-08-16,166.06,166.63,165.50,165.83,130868200,162.63
2013-08-15,167.41,167.43,166.09,166.38,152931800,163.17
2013-08-14,169.53,169.80,168.70,168.74,79829200,165.49
2013-08-13,169.41,169.90,168.41,169.61,80806000,166.34
2013-08-12,168.46,169.31,168.38,169.11,68593300,165.85
2013-08-09,169.58,170.10,168.72,169.31,91757700,166.05
2013-08-08,169.98,170.18,168.93,169.80,102181300,166.53
2013-08-07,169.19,169.43,168.55,169.18,84854700,165.92
2013-08-06,170.37,170.74,169.35,169.73,87495000,166.46
2013-08-05,170.57,170.96,170.35,170.70,54072700,167.41
2013-08-02,170.28,170.97,170.05,170.95,91116700,167.66
2013-08-01,169.99,170.81,169.90,170.66,110438400,167.37
2013-07-31,168.94,169.85,168.49,168.71,142388700,165.46
2013-07-30,169.10,169.28,168.19,168.59,85209600,165.34
2013-07-29,168.68,169.06,168.11,168.59,79695000,165.34
2013-07-26,168.22,169.16,167.52,169.11,107814600,165.85
2013-07-25,168.22,169.08,167.94,168.93,111088600,165.67
2013-07-24,169.79,169.86,168.18,168.52,112914000,165.27
2013-07-23,169.80,169.83,169.05,169.14,80829700,165.88
2013-07-22,169.41,169.74,169.01,169.50,79428600,166.23
2013-07-19,168.52,169.23,168.31,169.17,103831700,165.91
2013-07-18,168.31,169.27,168.20,168.87,103620100,165.62
2013-07-17,168.16,168.48,167.73,167.95,92873900,164.71
2013-07-16,168.26,168.36,167.07,167.52,88702100,164.29
2013-07-15,167.97,168.39,167.68,168.15,69450600,164.91
2013-07-12,167.39,167.93,167.13,167.51,104212700,164.28
2013-07-11,167.11,167.61,165.18,167.44,135592200,164.21
2013-07-10,164.97,165.75,164.63,165.19,121410100,162.01
2013-07-09,164.98,165.33,164.27,165.13,119298000,161.95
2013-07-08,163.86,164.39,163.08,163.95,108092500,160.79
2013-07-05,162.47,163.08,161.30,163.02,122416900,159.88
2013-07-03,160.48,161.77,160.22,161.28,75216400,158.17
2013-07-02,161.12,162.30,160.50,161.21,154863700,158.10
2013-07-01,161.26,162.48,161.08,161.36,131954800,158.25
2013-06-28,160.63,161.40,159.86,160.42,160402900,157.33
2013-06-27,161.10,161.82,160.95,161.08,129483700,157.98
2013-06-26,159.87,160.50,159.25,160.14,134848000,157.05
2013-06-25,158.48,160.10,157.42,158.57,162262200,155.51
2013-06-24,157.41,158.43,155.73,157.06,222329000,154.03
2013-06-21,159.64,159.76,157.47,159.07,271956800,156.00
2013-06-20,161.86,163.47,158.98,159.40,321255900,155.51
2013-06-19,165.60,165.89,163.38,163.45,206149500,159.46
2013-06-18,164.53,165.99,164.52,165.74,114695600,161.69
2013-06-17,164.29,165.22,163.22,164.44,136295600,160.42
2013-06-14,164.03,164.67,162.91,163.18,141197500,159.19
2013-06-13,161.66,164.50,161.30,164.21,163587800,160.20
2013-06-12,164.22,164.39,161.60,161.75,177361500,157.80
2013-06-11,163.30,164.54,162.74,163.10,159505400,159.11
2013-06-10,165.31,165.40,164.37,164.80,105667100,160.77
2013-06-07,163.85,164.95,163.14,164.80,188337800,160.77
2013-06-06,161.20,162.74,160.25,162.73,200225500,158.75
2013-06-05,163.09,163.42,161.13,161.27,211737800,157.33
2013-06-04,164.44,165.10,162.73,163.56,157631500,159.56
2013-06-03,163.83,164.46,162.66,164.35,168390700,160.33
2013-05-31,165.37,166.31,163.13,163.45,176850100,159.46
2013-05-30,165.35,166.59,165.22,165.83,107793800,161.78
2013-05-29,165.42,165.80,164.34,165.22,160363400,161.18
2013-05-28,167.04,167.78,165.81,166.30,143679800,162.24
2013-05-24,164.47,165.38,163.98,165.31,151573900,161.27
2013-05-23,164.16,165.91,163.94,165.45,211064400,161.41
2013-05-22,167.34,169.07,165.17,165.93,244031800,161.88
2013-05-21,167.08,167.80,166.50,167.17,95804200,163.09
2013-05-20,166.78,167.58,166.61,166.93,85071200,162.85
2013-05-17,165.95,167.04,165.73,166.94,129801000,162.86
2013-05-16,165.78,166.36,165.09,165.34,109913600,161.30
2013-05-15,164.96,166.45,164.91,166.12,120718500,162.06
2013-05-14,163.67,165.35,163.67,165.23,119000900,161.19
2013-05-13,163.20,163.81,162.82,163.54,81843200,159.54
2013-05-10,162.99,163.55,162.51,163.41,103203000,159.42
2013-05-09,163.27,163.70,162.47,162.88,106738600,158.90
2013-05-08,162.42,163.39,162.33,163.34,97419200,159.35
2013-05-07,162.13,162.65,161.67,162.60,90359200,158.63
2013-05-06,161.49,162.01,161.42,161.78,66882100,157.83
2013-05-03,161.14,161.88,159.78,161.37,144202300,157.43
2013-05-02,158.68,159.89,158.53,159.75,96407600,155.85
2013-05-01,159.33,159.41,158.10,158.28,138874200,154.41
2013-04-30,159.27,159.72,158.61,159.68,116010700,155.78
2013-04-29,158.67,159.65,158.42,159.30,88572800,155.41
2013-04-26,158.33,158.60,157.73,158.24,95918800,154.37
2013-04-25,158.34,159.27,158.10,158.52,131060600,154.65
2013-04-24,157.83,158.30,157.54,157.88,96781200,154.02
2013-04-23,156.95,157.93,156.17,157.78,166141300,153.92
2013-04-22,155.78,156.54,154.75,156.17,106553500,152.35
2013-04-19,154.50,155.55,154.12,155.48,149687600,151.68
2013-04-18,155.37,155.41,153.55,154.14,167583200,150.37
2013-04-17,156.29,156.32,154.28,155.11,226834800,151.32
2013-04-16,156.29,157.49,155.91,157.41,147507800,153.56
2013-04-15,158.00,158.13,155.10,155.12,217259000,151.33
2013-04-12,158.68,159.04,157.92,158.80,116359900,154.92
2013-04-11,158.70,159.71,158.54,159.19,110142500,155.30
2013-04-10,157.17,158.87,157.13,158.67,135711100,154.79
2013-04-09,156.50,157.32,155.98,156.75,101922200,152.92
2013-04-08,155.27,156.22,154.75,156.21,86571200,152.39
2013-04-05,153.95,155.35,153.77,155.16,159666000,151.37
2013-04-04,155.43,156.17,155.09,155.86,131885000,152.05
2013-04-03,156.91,157.03,154.82,155.23,154167400,151.44
2013-04-02,156.61,157.21,156.37,156.82,101504300,152.99
2013-04-01,156.59,156.91,155.67,156.05,99194100,152.24
2013-03-28,156.09,156.85,155.75,156.67,102932800,152.84
2013-03-27,155.26,156.24,155.00,156.19,99950600,152.37
2013-03-26,155.59,156.23,155.42,156.19,86856600,152.37
2013-03-25,156.01,156.27,154.35,154.95,151322300,151.16
2013-03-22,154.85,155.60,154.73,155.60,111163600,151.80
2013-03-21,154.76,155.64,154.10,154.36,128605000,150.59
2013-03-20,155.52,155.95,155.26,155.69,113759300,151.89
2013-03-19,155.30,155.51,153.59,154.61,167567300,150.83
2013-03-18,154.34,155.64,154.20,154.97,126704300,151.18
2013-03-15,155.85,156.04,155.31,155.83,138601100,152.02
2013-03-14,156.31,156.80,155.91,156.73,126329900,152.22
2013-03-13,155.76,156.12,155.23,155.90,92550900,151.42
2013-03-12,155.92,156.10,155.21,155.68,105755800,151.20
2013-03-11,155.32,156.04,155.13,156.03,83746800,151.54
2013-03-08,155.46,155.65,154.66,155.44,123477800,150.97
2013-03-07,154.70,154.98,154.52,154.78,86101400,150.33
2013-03-06,154.84,154.92,154.16,154.50,94469900,150.06
2013-03-05,153.66,154.70,153.64,154.29,121431900,149.85
2013-03-04,151.76,152.92,151.52,152.92,99010200,148.52
2013-03-01,151.09,152.34,150.41,152.11,170634800,147.74
2013-02-28,151.90,152.87,151.41,151.61,126866000,147.25
2013-02-27,149.89,152.33,149.76,151.91,150781900,147.54
2013-02-26,149.72,150.20,148.73,150.02,186596200,145.71
2013-02-25,152.63,152.86,149.00,149.00,245824800,144.72
2013-02-22,151.15,151.89,150.49,151.89,106356600,147.52
2013-02-21,150.96,151.42,149.94,150.42,183257000,146.09
2013-02-20,153.14,153.19,151.26,151.34,160574800,146.99
2013-02-19,152.37,153.28,152.16,153.25,95105400,148.84
2013-02-15,152.43,152.59,151.55,152.11,215226500,147.74
2013-02-14,151.69,152.47,151.52,152.29,80834300,147.91
2013-02-13,152.33,152.61,151.72,152.15,82322600,147.77
2013-02-12,151.78,152.30,151.61,152.02,65392700,147.65
2013-02-11,151.74,151.90,151.39,151.77,73775000,147.41
2013-02-08,151.22,151.89,151.22,151.80,103133700,147.44
2013-02-07,151.21,151.35,149.86,150.96,162490000,146.62
2013-02-06,150.52,151.26,150.41,151.16,138762800,146.81
2013-02-05,150.35,151.48,150.29,151.05,113912400,146.71
2013-02-04,150.32,151.27,149.43,149.54,159073600,145.24
2013-02-01,150.65,151.42,150.39,151.24,131173000,146.89
2013-01-31,149.89,150.38,149.60,149.70,108975800,145.40
2013-01-30,150.64,150.94,149.93,150.07,137447700,145.75
2013-01-29,149.77,150.85,149.67,150.66,105694400,146.33
2013-01-28,150.29,150.33,149.51,150.07,113357700,145.75
2013-01-25,149.88,150.25,149.37,150.25,147211600,145.93
2013-01-24,149.15,150.14,149.01,149.41,146426400,145.11
2013-01-23,149.13,149.50,148.86,149.37,104596100,145.07
2013-01-22,148.33,149.13,147.98,149.13,111797300,144.84
2013-01-18,147.97,148.49,147.43,148.33,169906000,144.06
2013-01-17,147.70,148.42,147.15,148.00,133833500,143.74
2013-01-16,146.77,147.28,146.61,147.05,104849500,142.82
2013-01-15,146.29,147.21,146.20,147.07,93172600,142.84
2013-01-14,146.89,147.07,146.43,146.97,89567200,142.74
2013-01-11,147.04,147.15,146.61,147.07,113917300,142.84
2013-01-10,146.73,147.09,145.97,147.08,130735400,142.85
2013-01-09,145.87,146.32,145.64,145.92,90745600,141.72
2013-01-08,145.71,145.91,144.98,145.55,121265100,141.36
2013-01-07,145.85,146.11,145.43,145.97,110002500,141.77
2013-01-04,145.97,146.61,145.67,146.37,116817700,142.16
2013-01-03,145.99,146.37,145.34,145.73,144761800,141.54
2013-01-02,145.11,146.15,144.73,146.06,192059000,141.86
2012-12-31,139.66,142.56,139.54,142.41,243935200,138.32
2012-12-28,140.64,141.42,139.87,140.03,148806700,136.00
2012-12-27,141.79,142.08,139.92,141.56,167920600,137.49
2012-12-26,142.64,142.71,141.35,141.75,106947700,137.67
2012-12-24,142.48,142.56,142.19,142.35,53874600,138.26
2012-12-21,142.17,144.09,141.94,142.79,245883800,138.68
2012-12-20,144.38,145.14,143.98,145.12,168487000,139.95
2012-12-19,145.53,145.58,144.24,144.29,150895400,139.15
2012-12-18,144.00,145.50,143.79,145.37,177762800,140.20
2012-12-17,142.47,143.85,142.43,143.77,143238200,138.65
2012-12-14,142.32,142.58,141.88,142.10,137701700,137.04
2012-12-13,143.42,143.83,142.27,142.63,135715000,137.55
2012-12-12,144.00,144.55,143.31,143.51,145880100,138.40
2012-12-11,143.06,144.11,142.99,143.44,152570400,138.33
2012-12-10,142.21,142.81,142.15,142.47,98840700,137.40
2012-12-07,142.53,142.69,141.67,142.41,108726400,137.34
2012-12-06,141.37,142.04,141.16,141.98,103220600,136.93
2012-12-05,141.37,142.16,140.37,141.50,147300500,136.46
2012-12-04,141.44,141.87,140.87,141.25,127512200,136.22
2012-12-03,142.80,142.92,141.34,141.45,124656300,136.42
