Date,Open,High,Low,Close,Volume,Adj Close
2013-07-24,74.99,75.02,74.33,74.50,24426900,73.37
2013-07-23,74.95,74.96,74.20,74.26,24739500,73.13
2013-07-22,74.87,74.98,74.58,74.81,21135900,73.68
2013-07-19,74.72,74.74,74.37,74.59,37732400,73.46
2013-07-18,75.55,75.74,75.25,75.37,36278800,74.23
2013-07-17,75.60,75.74,75.35,75.56,24631500,74.41
2013-07-16,75.53,75.59,75.18,75.37,31747100,74.23
2013-07-15,75.38,75.52,75.17,75.47,19783600,74.33
2013-07-12,75.02,75.35,74.82,75.30,31412600,74.16
2013-07-11,74.30,75.03,74.25,74.97,47768900,73.83
2013-07-10,73.02,73.62,72.98,73.51,25598900,72.40
2013-07-09,72.99,73.25,72.65,73.09,26108600,71.98
2013-07-08,72.96,72.99,72.38,72.65,20558500,71.55
2013-07-05,72.44,72.61,71.86,72.58,28795900,71.48
2013-07-03,71.48,72.37,71.42,72.03,18847500,70.94
2013-07-02,71.68,72.18,71.35,71.74,23067900,70.65
2013-07-01,71.75,72.30,71.64,71.71,24942800,70.62
2013-06-28,70.95,71.69,70.79,71.27,28301100,70.19
2013-06-27,71.24,71.62,71.13,71.17,23545000,70.09
2013-06-26,70.84,71.00,70.59,70.87,23742300,69.80
2013-06-25,70.40,70.52,69.81,70.24,28897400,69.17
2013-06-24,69.85,70.27,69.15,69.73,41492300,68.67
2013-06-21,70.78,70.97,69.84,70.43,51558900,69.36
2013-06-20,71.92,72.16,70.79,71.03,60908400,69.73
2013-06-19,73.60,73.68,72.68,72.76,43145100,71.43
2013-06-18,73.08,73.72,73.06,73.58,24853100,72.24
2013-06-17,72.85,73.40,72.60,72.98,32441900,71.65
2013-06-14,72.76,72.84,72.17,72.28,27690700,70.96
2013-06-13,71.75,72.92,71.55,72.76,28221500,71.43
2013-06-12,73.11,73.14,71.74,71.85,42081900,70.54
2013-06-11,72.69,73.34,72.44,72.69,40278900,71.36
2013-06-10,73.53,73.76,73.26,73.42,25390000,72.08
2013-06-07,72.70,73.47,72.52,73.39,31969800,72.05
2013-06-06,72.15,72.41,71.47,72.40,62524100,71.08
2013-06-05,72.76,73.04,71.99,72.05,48654200,70.73
2013-06-04,73.53,73.82,72.70,73.00,35251900,71.67
2013-06-03,73.26,73.40,72.43,73.38,47613100,72.04
2013-05-31,73.65,74.21,73.17,73.25,38347600,71.91
2013-05-30,73.57,74.28,73.55,73.93,32390500,72.58
2013-05-29,73.60,73.80,73.12,73.54,32090300,72.20
2013-05-28,74.27,74.54,73.66,73.89,27057100,72.54
2013-05-24,72.96,73.43,72.76,73.41,26430300,72.07
2013-05-23,72.97,73.70,72.83,73.45,48222100,72.11
2013-05-22,74.36,74.95,73.24,73.62,59843200,72.27
2013-05-21,74.15,74.54,73.89,74.27,25900000,72.91
2013-05-20,74.16,74.43,73.89,74.19,25132400,72.83
2013-05-17,73.97,74.33,73.73,74.30,31114500,72.94
2013-05-16,73.73,74.10,73.55,73.59,27253400,72.25
2013-05-15,73.38,73.74,73.20,73.67,27214400,72.32
2013-05-14,73.16,73.74,73.13,73.52,36009800,72.18
2013-05-13,72.93,73.32,72.86,73.14,29730100,71.80
2013-05-10,72.76,73.08,72.63,73.05,20663700,71.72
2013-05-09,72.57,73.10,72.47,72.61,29337200,71.28
2013-05-08,72.32,72.77,72.20,72.71,24252100,71.38
2013-05-07,72.52,72.57,72.09,72.36,25838100,71.04
2013-05-06,72.25,72.51,72.19,72.40,19244300,71.08
2013-05-03,71.97,72.34,71.91,72.12,34061700,70.80
2013-05-02,70.51,71.43,70.45,71.28,31744200,69.98
2013-05-01,70.74,70.85,70.25,70.39,28537200,69.10
2013-04-30,70.30,70.73,70.04,70.72,30135800,69.43
2013-04-29,69.79,70.48,69.76,70.21,31664000,68.93
2013-04-26,69.62,69.77,69.27,69.57,24079800,68.30
2013-04-25,69.60,70.05,69.59,69.79,26437100,68.51
2013-04-24,69.28,69.67,69.12,69.42,44500700,68.15
2013-04-23,69.18,69.70,68.82,69.45,53078300,68.18
2013-04-22,68.33,69.04,68.08,68.79,34412100,67.53
2013-04-19,67.30,68.23,67.20,68.09,43062800,66.85
2013-04-18,68.29,68.33,66.88,67.17,56798200,65.94
2013-04-17,68.87,68.89,67.71,68.11,60204800,66.87
2013-04-16,68.95,69.55,68.81,69.47,27682600,68.20
2013-04-15,69.68,69.79,68.48,68.56,48795800,67.31
2013-04-12,69.82,69.99,69.41,69.94,32783700,68.66
2013-04-11,69.85,70.15,69.77,69.99,37233600,68.71
2013-04-10,68.92,70.17,68.88,70.02,55271300,68.74
2013-04-09,68.40,68.96,68.09,68.68,30931400,67.43
2013-04-08,67.89,68.24,67.69,68.22,17891600,66.97
2013-04-05,67.35,67.96,67.19,67.86,55610800,66.62
2013-04-04,68.38,68.60,68.06,68.43,32287400,67.18
2013-04-03,69.08,69.18,68.24,68.41,35131200,67.16
2013-04-02,68.83,69.27,68.77,69.04,29431900,67.78
2013-04-01,69.02,69.09,68.31,68.50,28112800,67.25
2013-03-28,68.80,69.06,68.64,68.97,23662800,67.71
2013-03-27,68.24,68.85,68.14,68.80,22539500,67.54
2013-03-26,68.60,68.73,68.45,68.71,19725200,67.45
2013-03-25,68.81,68.96,68.01,68.34,24909800,67.09
2013-03-22,68.21,68.64,68.13,68.59,28837200,67.34
2013-03-21,68.08,68.25,67.77,67.93,30050800,66.69
2013-03-20,68.71,68.86,68.39,68.71,28035400,67.45
2013-03-19,68.57,68.70,67.62,68.23,33125100,66.98
2013-03-18,67.88,68.64,67.73,68.36,36163000,67.11
2013-03-15,68.75,68.79,68.34,68.51,30752600,67.26
2013-03-14,68.87,69.01,68.71,68.86,31530800,67.45
2013-03-13,68.81,68.89,68.39,68.63,34297300,67.22
2013-03-12,68.77,68.93,68.39,68.72,27575400,67.31
2013-03-11,68.68,68.99,68.47,68.97,23187900,67.55
2013-03-08,68.92,69.02,68.50,68.77,26159900,67.36
2013-03-07,68.59,68.80,68.45,68.69,21775900,67.28
2013-03-06,68.89,68.91,68.42,68.51,29071100,67.10
2013-03-05,68.08,68.77,68.08,68.68,35581900,67.27
2013-03-04,67.16,67.69,67.07,67.68,19380500,66.29
2013-03-01,66.87,67.50,66.54,67.38,31617200,66.00
2013-02-28,67.25,67.74,67.09,67.10,28557300,65.72
2013-02-27,66.56,67.65,66.47,67.24,36339500,65.86
2013-02-26,66.40,66.68,65.96,66.56,42088800,65.19
2013-02-25,67.57,67.81,66.25,66.31,40927600,64.95
2013-02-22,66.85,67.15,66.59,67.14,21968000,65.76
2013-02-21,66.94,67.01,66.23,66.47,45855600,65.10
2013-02-20,68.22,68.25,67.18,67.19,38200300,65.81
2013-02-19,67.88,68.26,67.86,68.24,23436500,66.84
2013-02-15,67.94,68.11,67.56,67.75,25333600,66.36
2013-02-14,67.66,68.05,67.62,67.95,24478800,66.55
2013-02-13,67.93,68.23,67.77,67.97,23494700,66.57
2013-02-12,67.92,68.05,67.66,67.73,22057900,66.34
2013-02-11,68.03,68.06,67.78,68.01,17650400,66.61
2013-02-08,67.64,68.13,67.63,67.99,39837200,66.59
2013-02-07,67.32,67.37,66.56,67.30,46017900,65.92
2013-02-06,67.24,67.55,67.04,67.24,43593200,65.86
2013-02-05,66.77,67.67,66.61,67.46,35120300,66.07
2013-02-04,67.27,67.46,66.46,66.48,48483700,65.11
2013-02-01,67.34,67.78,67.07,67.66,53120800,66.27
2013-01-31,66.99,67.35,66.81,66.87,34870500,65.50
2013-01-30,67.28,67.48,66.87,67.02,34445000,65.64
2013-01-29,67.07,67.31,66.63,67.16,35554700,65.78
2013-01-28,67.01,67.38,66.93,67.15,32926100,65.77
2013-01-25,66.87,67.19,66.74,67.00,39240100,65.62
2013-01-24,66.66,67.28,66.56,66.66,42596300,65.29
2013-01-23,67.56,67.79,67.46,67.59,31975700,66.20
2013-01-22,67.14,67.23,66.73,67.18,32123100,65.80
2013-01-18,67.02,67.14,66.77,67.07,31992000,65.69
2013-01-17,67.17,67.48,67.06,67.22,32024200,65.84
2013-01-16,66.72,67.13,66.60,66.90,33822300,65.53
2013-01-15,66.63,66.73,66.33,66.63,31675300,65.26
2013-01-14,66.92,67.15,66.67,66.96,36768500,65.58
2013-01-11,67.14,67.29,67.00,67.26,21158600,65.88
2013-01-10,67.23,67.27,66.55,67.17,37528000,65.79
2013-01-09,66.62,66.95,66.55,66.77,25600300,65.40
2013-01-08,66.64,66.82,66.17,66.52,28734900,65.15
2013-01-07,66.46,66.76,66.25,66.65,26766200,65.28
2013-01-04,66.88,66.88,66.47,66.63,33972500,65.26
2013-01-03,67.20,67.34,66.65,66.85,47366500,65.48
2013-01-02,66.73,67.23,66.48,67.20,70695900,65.82
